id_000001	genome_1903704_rplT
id_000140	genome_649756_rpsM
id_000141	genome_649756_rplQ
id_000142	genome_649756_rpsB
id_000143	genome_649756_rpsF
id_000144	genome_649756_rpsR
id_000145	genome_649756_rpsP
id_000146	genome_479436_rpsF
id_000147	genome_479436_rpsR
id_000148	genome_479436_rpsP
id_000149	genome_479436_rpsO
id_000150	genome_479436_rpsT
id_000151	genome_479436_rpsB
id_000152	genome_479436_rpsU
id_000153	genome_479436_rplS
id_000154	genome_479436_rpmB
id_000155	genome_479436_rplT
id_000156	genome_479436_rplU
id_000157	genome_479436_rpsI
id_000158	genome_479436_rplM
id_000159	genome_479436_rpsD
id_000160	genome_479436_rplQ
id_000161	genome_479436_rpsK
id_000162	genome_479436_rpsM
id_000163	genome_479436_rplO
id_000164	genome_479436_rpsE
id_000165	genome_479436_rplR
id_000166	genome_479436_rplF
id_000167	genome_479436_rpsH
id_000168	genome_479436_rplE
id_000169	genome_479436_rplX
id_000170	genome_479436_rplN
id_000171	genome_479436_rpsQ
id_000172	genome_479436_rplP
id_000173	genome_479436_rpsC
id_000174	genome_479436_rplV
id_000175	genome_479436_rpsS
id_000176	genome_479436_rplB
id_000177	genome_479436_rplW
id_000178	genome_479436_rplD
id_000179	genome_479436_rplC
id_000180	genome_479436_rpsJ
id_000181	genome_479436_rpsG
id_000182	genome_479436_rpsL
id_000183	genome_479436_rplL
id_000184	genome_479436_rplA
id_000185	genome_479436_rplK
id_000186	genome_762051_rpsB
id_000187	genome_762051_rplT
id_000188	genome_762051_rpmB
id_000189	genome_762051_rpsF
id_000190	genome_762051_rpsD
id_000191	genome_762051_rpsL
id_000192	genome_762051_rpsG
id_000193	genome_762051_rpsJ
id_000194	genome_762051_rplC
id_000195	genome_762051_rplD
id_000196	genome_762051_rplW
id_000197	genome_762051_rplB
id_000198	genome_762051_rpsS
id_000199	genome_762051_rplV
id_000200	genome_762051_rpsC
id_000201	genome_762051_rplP
id_000202	genome_762051_rpsQ
id_000203	genome_762051_rplN
id_000204	genome_762051_rplX
id_000205	genome_762051_rplE
id_000206	genome_762051_rpsH
id_000207	genome_762051_rplF
id_000208	genome_762051_rplR
id_000209	genome_762051_rpsE
id_000210	genome_762051_rplO
id_000211	genome_762051_rpsM
id_000212	genome_762051_rpsK
id_000213	genome_762051_rplQ
id_000214	genome_762051_rplM
id_000215	genome_762051_rpsI
id_000216	genome_762051_rplA
id_000217	genome_762051_rplL
id_000218	genome_762051_rpsT
id_000219	genome_762051_rpsO
id_000220	genome_762051_rplS
id_000221	genome_762051_rplU
id_000222	genome_762051_rpsU
id_000223	genome_645991_rplT
id_000224	genome_645991_rplK
id_000225	genome_645991_rplA
id_000226	genome_645991_rplL
id_000227	genome_645991_rpsL
id_000228	genome_645991_rpsG
id_000229	genome_645991_rpsJ
id_000230	genome_645991_rplC
id_000231	genome_645991_rplD
id_000232	genome_645991_rplW
id_000233	genome_645991_rplB
id_000234	genome_645991_rpsS
id_000235	genome_645991_rplV
id_000236	genome_645991_rpsC
id_000237	genome_645991_rplP
id_000238	genome_645991_rpsQ
id_000239	genome_645991_rplN
id_000240	genome_645991_rplX
id_000241	genome_645991_rplE
id_000242	genome_645991_rpsH
id_000243	genome_645991_rplF
id_000244	genome_645991_rplR
id_000245	genome_645991_rpsE
id_000246	genome_645991_rplO
id_000247	genome_645991_rpsM
id_000248	genome_645991_rpsK
id_000249	genome_645991_rpsD
id_000250	genome_645991_rplQ
id_000251	genome_645991_rplM
id_000252	genome_645991_rpsI
id_000253	genome_645991_rpsO
id_000254	genome_645991_rpsB
id_000255	genome_645991_rplS
id_000256	genome_645991_rpsP
id_000257	genome_645991_rpmB
id_000258	genome_645991_rpsU
id_000259	genome_645991_rpsT
id_000260	genome_645991_rplU
id_000261	genome_645991_rpsF
id_000262	genome_1297617_rplS
id_000263	genome_1297617_rpsB
id_000264	genome_1297617_rplU
id_000265	genome_1297617_rpsU
id_000266	genome_1297617_rpmG
id_000267	genome_1297617_rplK
id_000268	genome_1297617_rplA
id_000269	genome_1297617_rplL
id_000270	genome_1297617_rpsP
id_000271	genome_1297617_rpsJ
id_000272	genome_1297617_rpmB
id_000273	genome_1297617_rpsR
id_000274	genome_1297617_rpsF
id_000275	genome_1297617_rplT
id_000276	genome_1297617_rpsO
id_000277	genome_1297617_rplQ
id_000278	genome_1297617_rpsD
id_000279	genome_1297617_rpsK
id_000280	genome_1297617_rpsM
id_000281	genome_1297617_rplO
id_000282	genome_1297617_rpsE
id_000283	genome_1297617_rplR
id_000284	genome_1297617_rplF
id_000285	genome_1297617_rpsH
id_000286	genome_1297617_rplE
id_000287	genome_1297617_rplX
id_000288	genome_1297617_rplN
id_000289	genome_1297617_rpsQ
id_000290	genome_1297617_rplP
id_000291	genome_1297617_rplV
id_000292	genome_1297617_rpsS
id_000293	genome_1297617_rplB
id_000294	genome_1297617_rplW
id_000295	genome_1297617_rplD
id_000296	genome_1297617_rpsL
id_000297	genome_1297617_rpsG
id_000298	genome_1297617_rplM
id_000299	genome_1297617_rpsI
id_000300	genome_1297617_rpsT
id_000301	genome_178899_rplU
id_000302	genome_178899_rpsT
id_000303	genome_178899_rpsU
id_000304	genome_178899_rpsP
id_000305	genome_178899_rplS
id_000306	genome_178899_rpsO
id_000307	genome_178899_rpsB
id_000308	genome_178899_rpmB
id_000309	genome_178899_rplT
id_000310	genome_178899_rpsI
id_000311	genome_178899_rplM
id_000312	genome_178899_rplQ
id_000313	genome_178899_rpsD
id_000314	genome_178899_rpsK
id_000315	genome_178899_rpsM
id_000316	genome_178899_rplO
id_000317	genome_178899_rpsE
id_000318	genome_178899_rplR
id_000319	genome_178899_rplF
id_000320	genome_178899_rpsH
id_000321	genome_178899_rplE
id_000322	genome_178899_rplX
id_000323	genome_178899_rplN
id_000324	genome_178899_rpsQ
id_000325	genome_178899_rplP
id_000326	genome_178899_rpsC
id_000327	genome_178899_rplV
id_000328	genome_178899_rpsS
id_000329	genome_178899_rplB
id_000330	genome_178899_rplW
id_000331	genome_178899_rplD
id_000332	genome_178899_rplC
id_000333	genome_178899_rpsJ
id_000334	genome_178899_rpsG
id_000335	genome_178899_rpsL
id_000336	genome_178899_rplL
id_000337	genome_178899_rplA
id_000338	genome_178899_rplK
id_000339	genome_178899_rpsR
id_000340	genome_178899_rpsF
id_000341	genome_697281_rplT
id_000342	genome_697281_rpmB
id_000343	genome_697281_rpsO
id_000344	genome_697281_rpsP
id_000345	genome_697281_rplS
id_000346	genome_697281_rplU
id_000347	genome_697281_rpsT
id_000348	genome_697281_rplY
id_000349	genome_697281_rpsI
id_000350	genome_697281_rplM
id_000351	genome_697281_rpsB
id_000352	genome_697281_rpsU
id_000353	genome_697281_rplQ
id_000354	genome_697281_rpsD
id_000355	genome_697281_rpsK
id_000356	genome_697281_rpsM
id_000357	genome_697281_rplO
id_000358	genome_697281_rpsE
id_000359	genome_697281_rplR
id_000360	genome_697281_rplF
id_000361	genome_697281_rpsH
id_000362	genome_697281_rplE
id_000363	genome_697281_rplX
id_000364	genome_697281_rplN
id_000365	genome_697281_rpsQ
id_000366	genome_697281_rplP
id_000367	genome_697281_rpsC
id_000368	genome_697281_rplV
id_000369	genome_697281_rpsS
id_000370	genome_697281_rplB
id_000371	genome_697281_rplW
id_000372	genome_697281_rplD
id_000373	genome_697281_rplC
id_000374	genome_697281_rpsJ
id_000375	genome_697281_rpsG
id_000376	genome_697281_rpsL
id_000377	genome_697281_rplL
id_000378	genome_697281_rplA
id_000379	genome_697281_rplK
id_000380	genome_697281_rpmG
id_000381	genome_697281_rpsR
id_000382	genome_697281_rpsF
id_000383	genome_1045854_rpsP
id_000384	genome_1045854_rpmB
id_000385	genome_1045854_rplS
id_000386	genome_1045854_rpsT
id_000387	genome_1045854_rpsO
id_000388	genome_1045854_rplU
id_000389	genome_1045854_rpsR
id_000390	genome_1045854_rpsF
id_000391	genome_1045854_rplQ
id_000392	genome_1045854_rpsK
id_000393	genome_1045854_rpsM
id_000394	genome_1045854_rplO
id_000395	genome_1045854_rpsE
id_000396	genome_1045854_rplR
id_000397	genome_1045854_rplF
id_000398	genome_1045854_rpsH
id_000399	genome_1045854_rplE
id_000400	genome_1045854_rplX
id_000401	genome_1045854_rplN
id_000402	genome_1045854_rpsQ
id_000403	genome_1045854_rplP
id_000404	genome_1045854_rpsC
id_000405	genome_1045854_rplV
id_000406	genome_1045854_rpsS
id_000407	genome_1045854_rplB
id_000408	genome_1045854_rplW
id_000409	genome_1045854_rplD
id_000410	genome_1045854_rplC
id_000411	genome_1045854_rpsJ
id_000412	genome_1045854_rplL
id_000413	genome_1045854_rplA
id_000414	genome_1045854_rplK
id_000415	genome_1045854_rplM
id_000416	genome_1045854_rpsI
id_000417	genome_1045854_rpsD
id_000418	genome_1045854_rpsL
id_000419	genome_1045854_rpsG
id_000420	genome_1045854_rpsU
id_000421	genome_1045854_rpsB
id_000422	genome_760568_rplU
id_000423	genome_760568_rplT
id_000424	genome_760568_rpsA
id_000425	genome_760568_rpmB
id_000426	genome_760568_rplS
id_000427	genome_760568_rpsP
id_000428	genome_760568_rpsO
id_000429	genome_760568_rpsB
id_000430	genome_760568_rpsU
id_000431	genome_760568_rpsT
id_000432	genome_760568_rpsI
id_000433	genome_760568_rplM
id_000434	genome_760568_rplQ
id_000435	genome_760568_rpsD
id_000436	genome_760568_rpsK
id_000437	genome_760568_rpsM
id_000438	genome_760568_rplO
id_000439	genome_760568_rpsE
id_000440	genome_760568_rplR
id_000441	genome_760568_rplF
id_000442	genome_760568_rpsH
id_000443	genome_760568_rplE
id_000444	genome_760568_rplX
id_000445	genome_760568_rplN
id_000446	genome_760568_rpsQ
id_000447	genome_760568_rplP
id_000448	genome_760568_rpsC
id_000449	genome_760568_rplV
id_000450	genome_760568_rpsS
id_000451	genome_760568_rplB
id_000452	genome_760568_rplW
id_000453	genome_760568_rplD
id_000454	genome_760568_rplC
id_000455	genome_760568_rpsJ
id_000456	genome_760568_rpsG
id_000457	genome_760568_rpsL
id_000458	genome_760568_rplL
id_000459	genome_760568_rplA
id_000460	genome_760568_rplK
id_000461	genome_760568_rpsR
id_000462	genome_760568_rpsF
id_000463	genome_498761_rpmG
id_000464	genome_498761_rplK
id_000465	genome_498761_rplA
id_000466	genome_498761_rplL
id_000467	genome_498761_rpsL
id_000468	genome_498761_rpsG
id_000469	genome_498761_rpsJ
id_000470	genome_498761_rplC
id_000471	genome_498761_rplD
id_000472	genome_498761_rplW
id_000473	genome_498761_rplB
id_000474	genome_498761_rpsS
id_000475	genome_498761_rplV
id_000476	genome_498761_rpsC
id_000477	genome_498761_rplP
id_000478	genome_498761_rpsQ
id_000479	genome_498761_rplN
id_000480	genome_498761_rplX
id_000481	genome_498761_rplE
id_000482	genome_498761_rpsH
id_000483	genome_498761_rplF
id_000484	genome_498761_rplR
id_000485	genome_498761_rpsE
id_000486	genome_498761_rplO
id_000487	genome_498761_rpsM
id_000488	genome_498761_rpsK
id_000489	genome_498761_rpsD
id_000490	genome_498761_rplQ
id_000491	genome_498761_rplM
id_000492	genome_498761_rpsI
id_000493	genome_498761_rpsF
id_000494	genome_498761_rplT
id_000495	genome_498761_rpmB
id_000496	genome_498761_rplS
id_000497	genome_498761_rpsB
id_000498	genome_498761_rpsO
id_000499	genome_498761_rpsT
id_000500	genome_498761_rpsU
id_000501	genome_498761_rplU
id_000502	genome_203119_rplU
id_000503	genome_203119_rpsO
id_000504	genome_203119_rplS
id_000505	genome_203119_rpsP
id_000506	genome_203119_rpsB
id_000507	genome_203119_rpsT
id_000508	genome_203119_rplT
id_000509	genome_203119_rpmB
id_000510	genome_203119_rpsU
id_000511	genome_203119_rpsI
id_000512	genome_203119_rplM
id_000513	genome_203119_rpsF
id_000514	genome_203119_rpmG
id_000515	genome_203119_rplK
id_000516	genome_203119_rplA
id_000517	genome_203119_rplL
id_000518	genome_203119_rpsL
id_000519	genome_203119_rpsG
id_000520	genome_203119_rpsJ
id_000521	genome_203119_rplC
id_000522	genome_203119_rplD
id_000523	genome_203119_rplB
id_000524	genome_203119_rpsS
id_000525	genome_203119_rpsC
id_000526	genome_203119_rplP
id_000527	genome_203119_rpsQ
id_000528	genome_203119_rplN
id_000529	genome_203119_rplX
id_000530	genome_203119_rplE
id_000531	genome_203119_rpsH
id_000532	genome_203119_rplF
id_000533	genome_203119_rplR
id_000534	genome_203119_rpsE
id_000535	genome_203119_rplO
id_000536	genome_203119_rpsM
id_000537	genome_203119_rpsK
id_000538	genome_203119_rpsD
id_000539	genome_203119_rplQ
id_000540	genome_160490_rpsJ
id_000541	genome_160490_rplC
id_000542	genome_160490_rplD
id_000543	genome_160490_rplW
id_000544	genome_160490_rplB
id_000545	genome_160490_rpsS
id_000546	genome_160490_rplV
id_000547	genome_160490_rpsC
id_000548	genome_160490_rplP
id_000549	genome_160490_rpsQ
id_000550	genome_160490_rplN
id_000551	genome_160490_rplX
id_000552	genome_160490_rplE
id_000553	genome_160490_rpsH
id_000554	genome_160490_rplF
id_000555	genome_160490_rplR
id_000556	genome_160490_rpsE
id_000557	genome_160490_rplO
id_000558	genome_160490_rpsM
id_000559	genome_160490_rpsK
id_000560	genome_160490_rplQ
id_000561	genome_160490_rpsL
id_000562	genome_160490_rpsG
id_000563	genome_160490_rplK
id_000564	genome_160490_rplA
id_000565	genome_160490_rplS
id_000566	genome_160490_rpsU
id_000567	genome_160490_rplT
id_000568	genome_160490_rplU
id_000569	genome_160490_rpsP
id_000570	genome_160490_rpsA
id_000571	genome_160490_rplL
id_000572	genome_160490_rpsT
id_000573	genome_160490_rpsR
id_000574	genome_160490_rpsF
id_000575	genome_160490_rpmB
id_000576	genome_160490_rpsI
id_000577	genome_160490_rplM
id_000578	genome_160490_rpsO
id_000579	genome_160490_rpsB
id_000580	genome_160490_rpsD
id_000581	genome_635013_rplK
id_000582	genome_635013_rplA
id_000583	genome_635013_rplL
id_000584	genome_635013_rpsL
id_000585	genome_635013_rpsG
id_000586	genome_635013_rpsJ
id_000587	genome_635013_rplC
id_000588	genome_635013_rplD
id_000589	genome_635013_rplW
id_000590	genome_635013_rplB
id_000591	genome_635013_rpsS
id_000592	genome_635013_rplV
id_000593	genome_635013_rpsC
id_000594	genome_635013_rplP
id_000595	genome_635013_rpsQ
id_000596	genome_635013_rplN
id_000597	genome_635013_rplX
id_000598	genome_635013_rplE
id_000599	genome_635013_rpsH
id_000600	genome_635013_rplF
id_000601	genome_635013_rplR
id_000602	genome_635013_rpsE
id_000603	genome_635013_rplO
id_000604	genome_635013_rpsM
id_000605	genome_635013_rpsK
id_000606	genome_635013_rpsD
id_000607	genome_635013_rplQ
id_000608	genome_635013_rplM
id_000609	genome_635013_rpsI
id_000610	genome_635013_rpsB
id_000611	genome_635013_rpsO
id_000612	genome_635013_rplT
id_000613	genome_635013_rplS
id_000614	genome_635013_rpsP
id_000615	genome_635013_rpmB
id_000616	genome_635013_rpsU
id_000617	genome_635013_rpsT
id_000618	genome_635013_rplU
id_000619	genome_635013_rpsR
id_000620	genome_635013_rpsF
id_000621	genome_114527_rpsF
id_000622	genome_114527_rpsR
id_000623	genome_114527_rplK
id_000624	genome_114527_rplA
id_000625	genome_114527_rplL
id_000626	genome_114527_rpsL
id_000627	genome_114527_rpsG
id_000628	genome_114527_rpmB
id_000629	genome_114527_rpsO
id_000630	genome_114527_rplT
id_000631	genome_114527_rpsU
id_000632	genome_114527_rplS
id_000633	genome_114527_rpsB
id_000634	genome_114527_rpsP
id_000635	genome_114527_rpsT
id_000636	genome_114527_rpsI
id_000637	genome_114527_rplM
id_000638	genome_114527_rplQ
id_000639	genome_114527_rpsD
id_000640	genome_114527_rpsK
id_000641	genome_114527_rpsM
id_000642	genome_114527_rplO
id_000643	genome_114527_rpsE
id_000644	genome_114527_rplR
id_000645	genome_114527_rplF
id_000646	genome_114527_rpsH
id_000647	genome_114527_rplE
id_000648	genome_114527_rplX
id_000649	genome_114527_rplN
id_000650	genome_114527_rpsQ
id_000651	genome_114527_rplP
id_000652	genome_114527_rplV
id_000653	genome_114527_rpsS
id_000654	genome_114527_rplB
id_000655	genome_114527_rplW
id_000656	genome_114527_rplD
id_000657	genome_114527_rplC
id_000658	genome_114527_rpsJ
id_000659	genome_1911586_rpsI
id_000660	genome_1911586_rplM
id_000661	genome_1911586_rplQ
id_000662	genome_1911586_rpsK
id_000663	genome_1911586_rpsM
id_000664	genome_1911586_rplO
id_000665	genome_1911586_rpsE
id_000666	genome_1911586_rplR
id_000667	genome_1911586_rplF
id_000668	genome_1911586_rpsH
id_000669	genome_1911586_rplE
id_000670	genome_1911586_rplX
id_000671	genome_1911586_rplN
id_000672	genome_1911586_rpsQ
id_000673	genome_1911586_rplP
id_000674	genome_1911586_rpsC
id_000675	genome_1911586_rplV
id_000676	genome_1911586_rpsS
id_000677	genome_1911586_rplB
id_000678	genome_1911586_rplW
id_000679	genome_1911586_rplD
id_000680	genome_1911586_rplC
id_000681	genome_1911586_rpsJ
id_000682	genome_1911586_rpsG
id_000683	genome_1911586_rpsL
id_000684	genome_1911586_rplL
id_000685	genome_1911586_rplA
id_000686	genome_1911586_rplK
id_000687	genome_1911586_rpsR
id_000688	genome_1911586_rpsF
id_000689	genome_1911586_rplT
id_000690	genome_1911586_rpsD
id_000691	genome_1911586_rplU
id_000692	genome_1911586_rpsT
id_000693	genome_1911586_rpsO
id_000694	genome_1911586_rpmB
id_000695	genome_1911586_rpsB
id_000696	genome_1911586_rplS
id_000697	genome_1911586_rpsP
id_000698	genome_1911586_rpsU
id_000699	genome_696281_rplY
id_000700	genome_696281_rplK
id_000701	genome_696281_rplA
id_000702	genome_696281_rplL
id_000703	genome_696281_rpsL
id_000704	genome_696281_rpsG
id_000705	genome_696281_rpsJ
id_000706	genome_696281_rplC
id_000707	genome_696281_rplD
id_000708	genome_696281_rplW
id_000709	genome_696281_rplB
id_000710	genome_696281_rpsS
id_000711	genome_696281_rplV
id_000712	genome_696281_rpsC
id_000713	genome_696281_rplP
id_000714	genome_696281_rpsQ
id_000715	genome_696281_rplN
id_000716	genome_696281_rplX
id_000717	genome_696281_rplE
id_000718	genome_696281_rpsH
id_000719	genome_696281_rplF
id_000720	genome_696281_rplR
id_000721	genome_696281_rpsE
id_000722	genome_696281_rplO
id_000723	genome_696281_rpsM
id_000724	genome_696281_rpsK
id_000725	genome_696281_rpsD
id_000726	genome_696281_rplQ
id_000727	genome_696281_rplM
id_000728	genome_696281_rpsI
id_000729	genome_696281_rplU
id_000730	genome_696281_rpsT
id_000731	genome_696281_rpsU
id_000732	genome_696281_rpmB
id_000733	genome_696281_rpsP
id_000734	genome_696281_rplS
id_000735	genome_696281_rpsB
id_000736	genome_696281_rpsO
id_000737	genome_696281_rplT
id_000738	genome_696281_rpsA
id_000739	genome_696281_rpsR
id_000740	genome_696281_rpsF
id_000741	genome_413999_rpsA
id_000742	genome_413999_rpsO
id_000743	genome_413999_rpsB
id_000744	genome_413999_rplS
id_000745	genome_413999_rpsP
id_000746	genome_413999_rpmB
id_000747	genome_413999_rpsU
id_000748	genome_413999_rpsT
id_000749	genome_413999_rplU
id_000750	genome_413999_rplT
id_000751	genome_413999_rplY
id_000752	genome_413999_rpsI
id_000753	genome_413999_rplM
id_000754	genome_413999_rplQ
id_000755	genome_413999_rpsK
id_000756	genome_413999_rpsM
id_000757	genome_413999_rplO
id_000758	genome_413999_rpsE
id_000759	genome_413999_rplR
id_000760	genome_413999_rplF
id_000761	genome_413999_rpsH
id_000762	genome_413999_rplE
id_000763	genome_413999_rplX
id_000764	genome_413999_rplN
id_000765	genome_413999_rpsQ
id_000766	genome_413999_rplP
id_000767	genome_413999_rpsC
id_000768	genome_413999_rplV
id_000769	genome_413999_rpsS
id_000770	genome_413999_rplB
id_000771	genome_413999_rplW
id_000772	genome_413999_rplD
id_000773	genome_413999_rplC
id_000774	genome_413999_rpsJ
id_000775	genome_413999_rpsG
id_000776	genome_413999_rpsL
id_000777	genome_413999_rplL
id_000778	genome_413999_rplA
id_000779	genome_413999_rplK
id_000780	genome_413999_rpsR
id_000781	genome_413999_rpsF
id_000782	genome_525919_rpsL
id_000783	genome_525919_rpsG
id_000784	genome_525919_rpsF
id_000785	genome_525919_rpsR
id_000786	genome_525919_rpsO
id_000787	genome_525919_rpmB
id_000788	genome_525919_rplU
id_000789	genome_525919_rpsB
id_000790	genome_525919_rplL
id_000791	genome_525919_rplA
id_000792	genome_525919_rplK
id_000793	genome_525919_rpmG
id_000794	genome_525919_rpsU
id_000795	genome_525919_rpsT
id_000796	genome_525919_rplS
id_000797	genome_525919_rpsP
id_000798	genome_525919_rplT
id_000799	genome_525919_rpsI
id_000800	genome_525919_rplM
id_000801	genome_525919_rplQ
id_000802	genome_525919_rpsD
id_000803	genome_525919_rpsK
id_000804	genome_525919_rpsM
id_000805	genome_525919_rplO
id_000806	genome_525919_rpsE
id_000807	genome_525919_rplR
id_000808	genome_525919_rplF
id_000809	genome_525919_rpsH
id_000810	genome_525919_rplE
id_000811	genome_525919_rplX
id_000812	genome_525919_rplN
id_000813	genome_525919_rpsQ
id_000814	genome_525919_rplP
id_000815	genome_525919_rpsC
id_000816	genome_525919_rplV
id_000817	genome_525919_rpsS
id_000818	genome_525919_rplB
id_000819	genome_525919_rplW
id_000820	genome_525919_rplD
id_000821	genome_525919_rplC
id_000822	genome_525919_rpsJ
id_000823	genome_221109_rplK
id_000824	genome_221109_rplA
id_000825	genome_221109_rplL
id_000826	genome_221109_rpsL
id_000827	genome_221109_rpsG
id_000828	genome_221109_rpsJ
id_000829	genome_221109_rplC
id_000830	genome_221109_rplD
id_000831	genome_221109_rplW
id_000832	genome_221109_rplB
id_000833	genome_221109_rpsS
id_000834	genome_221109_rplV
id_000835	genome_221109_rpsC
id_000836	genome_221109_rplP
id_000837	genome_221109_rpsQ
id_000838	genome_221109_rplN
id_000839	genome_221109_rplX
id_000840	genome_221109_rplE
id_000841	genome_221109_rpsH
id_000842	genome_221109_rplF
id_000843	genome_221109_rplR
id_000844	genome_221109_rpsE
id_000845	genome_221109_rplO
id_000846	genome_221109_rpsM
id_000847	genome_221109_rpsK
id_000848	genome_221109_rplQ
id_000849	genome_221109_rplM
id_000850	genome_221109_rpsI
id_000851	genome_221109_rpmB
id_000852	genome_221109_rpsP
id_000853	genome_221109_rplS
id_000854	genome_221109_rpsB
id_000855	genome_221109_rpsO
id_000856	genome_221109_rpsU
id_000857	genome_221109_rpsT
id_000858	genome_221109_rplU
id_000859	genome_221109_rplT
id_000860	genome_221109_rpsD
id_000861	genome_221109_rpsR
id_000862	genome_221109_rpsF
id_000863	genome_650150_rplL
id_000864	genome_650150_rpsT
id_000865	genome_650150_rpsO
id_000866	genome_650150_rpsD
id_000867	genome_650150_rplS
id_000868	genome_650150_rplT
id_000869	genome_650150_rpsP
id_000870	genome_650150_rplU
id_000871	genome_650150_rpsU
id_000872	genome_650150_rpmB
id_000873	genome_650150_rpsI
id_000874	genome_650150_rplM
id_000875	genome_650150_rplQ
id_000876	genome_650150_rpsK
id_000877	genome_650150_rpsM
id_000878	genome_650150_rplO
id_000879	genome_650150_rpsE
id_000880	genome_650150_rplR
id_000881	genome_650150_rplF
id_000882	genome_650150_rpsH
